time,type,address,beforeTCBalance,beforeUserBalance,afterTCBalance,afterUserBalance
0,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0,999.83487598,0.1,999.73208842552551091
0.01,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.1,999.73208842552551091,0.2,999.629412813941066158
0.02,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.2,999.629412813941066158,0.3,999.526783179393508476
0.03,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.3,999.526783179393508476,0.4,999.424202569773642701
0.04,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.4,999.424202569773642701,0.5,999.321649343901819925
0.05,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.5,999.321649343901819925,0.6,999.219135960647409435
0.06,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.6,999.219135960647409435,0.7,999.116650437869674526
0.07,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.7,999.116650437869674526,0.8,999.014197529595717606
0.08,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.8,999.014197529595717606,0.9,998.91175016662534365
0.09,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,0.9,998.91175016662534365,1,998.809329921232243397
0.1,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1,998.809329921232243397,1.1,998.706926606223697372
0.11,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.1,998.706926606223697372,1.2,998.604546022997578092
0.12,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.2,998.604546022997578092,1.3,998.502170857144258403
0.13,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.3,998.502170857144258403,1.4,998.399814989183025643
0.14,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.4,998.399814989183025643,1.5,998.297469387546257357
0.15,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.5,998.297469387546257357,1.6,998.195140492625928128
0.16,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.6,998.195140492625928128,1.7,998.092796345711878228
0.17,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.7,998.092796345711878228,1.8,997.990466909629615421
0.18,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.8,997.990466909629615421,1.9,997.888143747255977676
0.19,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,1.9,997.888143747255977676,2,997.785833681151595796
0.2,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2,997.785833681151595796,2.1,997.683520899438187096
0.21,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.1,997.683520899438187096,2.2,997.581219972901859976
0.22,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.2,997.581219972901859976,2.3,997.478922866808846556
0.23,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.3,997.478922866808846556,2.4,997.376636638954938591
0.24,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.4,997.376636638954938591,2.5,997.274338216591249101
0.25,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.5,997.274338216591249101,2.6,997.172049929616489653
0.26,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.6,997.172049929616489653,2.7,997.069764016281421663
0.27,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.7,997.069764016281421663,2.8,996.967487615404024167
0.28,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.8,996.967487615404024167,2.9,996.865205522224575591
0.29,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,2.9,996.865205522224575591,3,996.762975487900415095
0.3,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,3,996.762975487900415095,3.1,996.66074687213203287
0.31,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,3.1,996.66074687213203287,3.2,996.55852699327855513
0.32,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,3.2,996.55852699327855513,3.3,996.456277771808862984
0.33,deposit,0xe07f817f3b8496bc1776b1fa88a043e5ef578a21,3.3,996.456277771808862984,3.4,996.35403699501143744
