time,type,address,beforeTCBalance,beforeUserBalance,afterTCBalance,afterUserBalance
34.46543515057762,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,0,999.83487622,0.1,999.732088629754053772
53.06806427277103,deposit,0x2f516b4ee88057d2af2cf952ee3de34a75e1d8a6,0.1,1000,0.2,999.897324353275189472
55.46623126885188,deposit,0x4453aea2ce7f5b393c90d535f774d75c0911c3ba,0.2,1000,0.3,999.897370365412239606
59.85950139497903,deposit,0x3c5a6f0ac5bdc5a8abb51df013d1bd02d99b7b40,0.3,1000,0.4,999.897419390345527435
64.75466322570497,deposit,0xa162d60c3eb7c52dbf91ced9ad1ca5ba4c5d1a96,0.4,1000,0.5,999.897446774098026048
76.12522931843462,deposit,0xb12688b24aba34f6f2c8d144a810f2aab8f137bf,0.5,1000,0.6,999.897486682956787955
87.10260649163328,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,0.6,999.732088629754053772,0.7,999.629603139752617365
89.68606737179087,deposit,0x80cf2bc5cef29abda3df37052d19fc4cc39d66ba,0.7,1000,0.8,999.89754709176779544
101.67568772910181,deposit,0xb1280a92d040f4847cf3b08feabe6fd7955006eb,0.8,1000,0.9,999.897552669210301236
107.41357320610291,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,0.9,999.629603139752617365,1,999.527182894408692374
113.66597510767704,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1,999.527182894408692374,1.1,999.424779579442945818
117.06706591898109,deposit,0x4f7d398ceb1c6a549272a38b529388f038553659,1.1,1000,1.2,999.897619416811093714
120.26286520646104,deposit,0x7f2fa3473fb27ccb6ce156c33a848ca604814b52,1.2,1000,1.3,999.897624771577418979
121.31333996416316,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.3,999.424779579442945818,1.4,999.322423711490789138
124.1653857299805,deposit,0x00a0d40233331785d571045792ab7f55a73f8ea1,1.4,1000,1.5,999.897654398371399952
125.75384375121907,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.5,999.322423711490789138,1.6,999.220094816577696621
130.15219596486327,withdraw,0x7c47411b37520981c51613baa370f41acd59f299,1.6,999.220094816577696621,1.5,999.219297439209557309
133.94893524154338,deposit,0xc96147a969410d8c2a29bc110b18fde8962d586e,1.5,1000,1.6,999.897663240259703352
134.33704078963203,deposit,0xedf281b9e50014299d85f8bb97e61db7c52191ee,1.6,1000,1.7,999.897677035581734587
138.7243529664433,withdraw,0x3e027409725226333a7895538c8157e5fdb0b7b7,1.7,999.897677035581734587,1.6,999.896886186668215087
145.83660743433387,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.6,999.219297439209557309,1.7,999.116985000976611756
152.1804125633927,withdraw,0xe805c0197ce6a97a12555bef60cabbbfae386d0a,1.7,999.116985000976611756,1.6,999.116197272058772018
153.96859548125522,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.6,999.116197272058772018,1.7,999.01390053987316189
157.96836749367407,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.7,999.01390053987316189,1.8,998.91159953777317539
158.40543386084042,withdraw,0x06be290c65975de60611aefd65b1762f6b5a5944,1.8,998.91159953777317539,1.7,998.910815233654881714
158.86076690157083,deposit,0xaa738cc585b5109aabb27a122aa368d58e166a9b,1.7,1000,1.8,999.897712081021470244
164.10428050645405,withdraw,0x2dc2bfdf86c39a23f6414a3113e995492ca58ac8,1.8,999.897712081021470244,1.7,999.896929475415773494
164.16881140725548,withdraw,0x76d0ae2677a838dd95aa1130266a8a429def7bce,1.7,999.896929475415773494,1.6,999.8961476014900895
165.61708290737073,withdraw,0xaf680ffaabe9967e29180d6a30dc3bf2a6174067,1.6,999.8961476014900895,1.5,999.89536628281664781
168.07757187712355,deposit,0xa60c725c48b618223086409e7476bebd2ef7a727,1.5,1000,1.6,999.897719798055933252
170.42318542178273,deposit,0xaa52db9dbb5717b45c64ca9d342329331ed21eca,1.6,1000,1.7,999.897728641920751599
178.63555488287875,deposit,0x82ad148b06809b03578b9447e249d5534f2d3cc6,1.7,1000,1.8,999.897714787620785496
180.17918866142105,withdraw,0xfba801d2f459da8916728f02fa7c0d176231b2e3,1.8,999.897714787620785496,1.7,999.896935189777074546
216.05075783714204,deposit,0x5838dff4cb5421f08de09ce7a5a3904e6699efde,1.7,1000,1.8,999.897724285575481972
224.52910915764767,withdraw,0x88bb5400ad730dea46304ad7b65c5cc53137eea3,1.8,999.897724285575481972,1.7,999.896945318207198116
225.45773400178675,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.7,998.910815233654881714,1.8,998.808541123096703294
227.47183655045257,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.8,998.808541123096703294,1.9,998.706275131143556355
230.5837921873604,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,1.9,998.706275131143556355,2,998.604002254365098355
245.4929498263946,withdraw,0xa61a8c124bbeb8643fd9775be2d1b0f1eaac8d1e,2,998.604002254365098355,1.9,998.603224105187478485
252.03518984652544,withdraw,0x8dee00fc0297f13fcf98ce67f37a780bb10520ed,1.9,998.603224105187478485,1.8,998.602446108309964147
254.87963077194314,deposit,0xa1c60cc29f5978743c2c06672783c1e28be640b1,1.8,1000,1.9,999.897778736208114995
260.51209317245633,deposit,0xe6872f2e5050797afb7a376788864dc22ac93619,1.9,1000,2,999.89777912307981999
276.1860199020255,deposit,0x6f2dfbfa0cd10189ec630923587edb23dfeae261,2,1000,2.1,999.897786896713657544
284.55968893375325,withdraw,0xfa4fe0b196c01f74daaf29a1c79a47534dd9e0e9,2.1,999.897786896713657544,2,999.89700933338549236
284.94064114836596,deposit,0x6370915fa2ebb968653cfb19b538210dcb7640de,2,1000,2.1,999.89775709831455719
290.34478466378835,withdraw,0x3ff37b0a8d2fb6fc915d2fb85b0fd4340a650b07,2.1,999.89775709831455719,2,999.89697968347375856
292.650047968281,withdraw,0x650f29a891e6dfb7fc505c79261260d4603fa45a,2,999.89697968347375856,1.9,999.896202391077225754
302.3576379948554,withdraw,0xfe4be028d1bc144f0d57445be02c2164dc14e662,1.9,999.896202391077225754,1.8,999.89542509341638675
303.8538064657289,withdraw,0x12194bfe42cad2bfd56634de8d45d9c6e8f2a75c,1.8,999.89542509341638675,1.7,999.894647903847719214
305.75679595383565,deposit,0xe7a0e30a4b21f124c4c0e0856f609714cd5c5d51,1.7,1000,1.8,999.897765408014581985
308.65231377103265,deposit,0x5c785f82d8ee3359a4f904aff4baac9d396b392a,1.8,1000,1.9,999.897765545238171975
313.40095697070194,deposit,0xde04ab48d48f2d431a7b99551297f2f5095c70d0,1.9,1000,2,999.897773120200754738
315.5036977674808,withdraw,0x9425ed4113e950596101f0d2d3156f9797e3a351,2,999.897773120200754738,1.9,999.896995977388977904
317.33403986468426,withdraw,0x90b9182baebecf4a903ea3d8f333d596987340bc,1.9,999.896995977388977904,1.8,999.896218920029380154
320.46520936561,deposit,0x3769f80411deede8179ec9c4896ebd77b9d7dbdb,1.8,1000,1.9,999.897765917371084653
327.45262096622486,deposit,0x21dda0896caa56c23dd75593d15fff118cfd120a,1.9,1000,2,999.897773455320694872
335.5313676947189,withdraw,0xe1724d8306801c5ac8b82ad4a15c6366bff630fc,2,999.897773455320694872,1.9,999.896996485706056208
344.09495536429705,withdraw,0x44de5ecdb438c2b93709523e399be92437e5252c,1.9,999.896996485706056208,1.8,999.896219501341322708
345.2868877068362,deposit,0x22cfe8482776fa2bfdf36cc251d0493850d4807d,1.8,1000,1.9,999.89777364998357106
348.86019435589594,deposit,0xb6a4fde1ce0a9491e210ff70147d13019a92c66d,1.9,1000,2,999.897781165635257709
349.90917423538855,withdraw,0xb64a51b4164be523eedb271ea7bee6c72619c419,2,999.897781165635257709,1.9,999.897004155896907675
354.1023474064352,deposit,0xcc41801e5d42e1e1a3490875da2a9a826b0c7713,1.9,1000,2,999.897766253940395581
359.00228596933607,deposit,0x07ae13d04e8773c0931dd8361192794a8bbdaddd,2,1000,2.1,999.89777375916364551
364.2901796768556,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,2.1,998.602446108309964147,2.2,998.500219981978490907
366.5586109364869,withdraw,0x4158931a5523b2c0717eb2585fd9611b01ff93f7,2.2,998.500219981978490907,2.1,998.499443031911164143
376.6500274061518,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,2.1,998.499443031911164143,2.2,998.397224391470366173
376.8801339324029,deposit,0x77259466e851594666b931847dbf13b2b73e4b7b,2.2,1000,2.3,999.897773955007879466
384.5713571919105,deposit,0xae1d3bf1fb8534bf5f9c0f79deb5a40888dacdce,2.3,998.397224391470366173,2.4,998.295005841031400058
386.1968810690662,withdraw,0xd601299a1ebfac19850e4ceb5b32fab9b1fc2bb1,2.4,998.295005841031400058,2.3,998.294228908856816968
